,Region,Year,Technology,Amount (2020 USD million)
4908,Africa,2004,Bioenergy,0.031942014
4909,Africa,2019,Renewable hydropower,0.001055
4910,Africa,2019,Geothermal energy,0.001846
4911,Africa,2019,Bioenergy,0.000528
4912,Africa,2019,Solar energy,0.004484
4913,Africa,2002,Multiple renewables,91.89507001
4914,Africa,2002,Multiple renewables,1.275760752
4915,Africa,2010,Multiple renewables,88.15904519
4916,Africa,2000,Fossil fuels n.e.s.,12.02057929
4917,Africa,2000,Fossil fuels n.e.s.,17.16818865
4918,Africa,2006,Fossil fuels n.e.s.,70.69039107
4919,Africa,2007,Multiple renewables,18.21380898
4920,Africa,2012,Multiple renewables,41.56738674
4921,Africa,2016,Multiple renewables,45.85951147
4922,Africa,2014,Geothermal energy,166.6148232
4923,Africa,2016,Fossil fuels n.e.s.,3.126784873
4924,Africa,2016,Multiple renewables,2.084523249
4925,Africa,2018,Solar energy,3.678685734
4926,Africa,2018,Solar energy,7.357371468
4927,Africa,2014,Geothermal energy,1.400124564
4928,Africa,2014,Multiple renewables,1.866832753
4929,Africa,2017,Multiple renewables,5.781279256
4930,Africa,2004,Wind energy,0.059114204
4931,Africa,2005,Wind energy,0.106616983
4932,Africa,2009,Multiple renewables,0.029345504
4933,Africa,2009,Multiple renewables,0.003274771
4934,Africa,2015,Nuclear,0.002362713
4935,Africa,2013,Nuclear,0.011167078
4936,Africa,2014,Geothermal energy,22.86870122
4937,Africa,2012,Multiple renewables,0.00592796
5067,Africa,2013,Multiple renewables,0.016855554
5068,Africa,2013,Multiple renewables,0.003476394
5069,Africa,2014,Multiple renewables,0.005456081
5070,Africa,2014,Multiple renewables,0.00150107
5071,Africa,2015,Multiple renewables,0.046465104
5072,Africa,2016,Multiple renewables,0.034514395
5073,Africa,2018,Solar energy,0.016997326
5074,Africa,2008,Renewable hydropower,407.0732686
5075,Africa,2017,Multiple renewables,0.116036044
5076,Africa,2015,Nuclear,0.054724406
5077,Africa,2010,Nuclear,0.015079914
5078,Africa,2016,Solar energy,40.68155572
5079,Africa,2009,Nuclear,0.003545073
5080,Africa,2009,Natural gas,0.017391924
5081,Africa,2010,Solar energy,6.242835665
5082,Africa,2015,Solar energy,13.04219132
5083,Africa,2012,Fossil fuels n.e.s.,8.502420015
5084,Africa,2011,Solar energy,0.007448467
5085,Africa,2005,Coal and peat,0.353151974
5086,Africa,2012,Fossil fuels n.e.s.,11.33656002
5087,Africa,2002,Solar energy,0.0144175
5088,Africa,2018,Multiple renewables,4.717757465
5089,Africa,2019,Multiple renewables,1.043960757
5090,Africa,2020,Solar energy,0.622068977
5091,Africa,2011,Fossil fuels n.e.s.,7.163995017
5092,Africa,2011,Fossil fuels n.e.s.,16.11898879
5093,Africa,2018,Renewable hydropower,0.080827594
5094,Africa,2017,Multiple renewables,25.38964649
5095,Africa,2018,Multiple renewables,39.83835253
5096,Africa,2001,Fossil fuels n.e.s.,0.065170615
5097,Africa,2019,Solar energy,10.0
5098,Africa,2019,Solar energy,0.5
5099,Africa,2018,Solar energy,0.022879403
5100,Africa,2019,Multiple renewables,0.325821
5101,Africa,2016,Oil,7.402350508
5102,Africa,2016,Oil,3.58829832
5103,Africa,2018,Solar energy,20.11014868
5104,Africa,2020,Solar energy,20.93951412
5256,Africa,2009,Multiple renewables,0.599979053
5257,Africa,2013,Multiple renewables,0.035980394
5258,Africa,2014,Multiple renewables,0.085606841
5259,Africa,2015,Multiple renewables,0.021842637
5260,Africa,2015,Multiple renewables,0.002938231
5261,Africa,2016,Multiple renewables,0.043634406
5262,Africa,2018,Wind energy,0.755334075
5263,Africa,2004,Multiple renewables,0.147324085
5264,Africa,2005,Multiple renewables,0.208456982
5265,Africa,2006,Multiple renewables,1.325006921
5266,Africa,2007,Multiple renewables,0.01120992
5267,Africa,2012,Solar energy,0.052380216
5268,Africa,2014,Bioenergy,0.072591615
5269,Africa,2014,Multiple renewables,0.146731229
5270,Africa,2007,Renewable hydropower,899.6315154
5271,Africa,2018,Multiple renewables,7.201036442
5272,Africa,2000,Fossil fuels n.e.s.,0.2372476
5273,Africa,2011,Natural gas,1094.912584
5274,Africa,2017,Multiple renewables,0.40725524
5275,Africa,2013,Bioenergy,0.005152183
5276,Africa,2014,Bioenergy,0.00352024
5277,Africa,2018,Multiple renewables,0.002363796
5278,Africa,2019,Solar energy,0.003123
5279,Africa,2019,Multiple renewables,0.003157
5280,Africa,2001,Solar energy,0.070205768
5281,Africa,2018,Solar energy,0.003016687
5282,Africa,2003,Bioenergy,0.004079521
5283,Africa,2003,Bioenergy,0.334520687
5284,Africa,2004,Fossil fuels n.e.s.,0.003972571
5285,Africa,2010,Bioenergy,0.0630609
5286,Africa,2011,Multiple renewables,0.634715814
5287,Africa,2012,Multiple renewables,0.468311114
5288,Africa,2010,Bioenergy,0.188740284
5289,Africa,2008,Multiple renewables,1.802459595
5290,Africa,2011,Bioenergy,0.034283887
5291,Africa,2008,Solar energy,5.8873983
5292,Africa,2012,Multiple renewables,0.210057692
5293,Africa,2011,Bioenergy,0.079933405
5294,Africa,2010,Multiple renewables,0.009347402
5295,Africa,2011,Multiple renewables,0.010470358
5296,Africa,2012,Multiple renewables,0.015047019
5297,Africa,2012,Fossil fuels n.e.s.,23.61783338
5298,Africa,2019,Fossil fuels n.e.s.,7.98656
5299,Africa,2002,Solar energy,0.015092872
5300,Africa,2007,Solar energy,0.006302415
5301,Africa,2012,Natural gas,20.89808304
5302,Africa,2008,Multiple renewables,0.049831042
5303,Africa,2015,Multiple renewables,1.07507989
5304,Africa,2017,Multiple renewables,0.011754068
5305,Africa,2013,Multiple renewables,2.293009025
5306,Africa,2010,Multiple renewables,0.008922101
5307,Africa,2016,Solar energy,26.89761862
5308,Africa,2013,Nuclear,0.007587261
5309,Africa,2014,Multiple renewables,0.045554016
5310,Africa,2016,Solar energy,4.479661557
5311,Africa,2018,Multiple renewables,5.719945718
5312,Africa,2019,Renewable hydropower,0.976424714
5313,Africa,2011,Nuclear,0.228835832
5314,Africa,2015,Nuclear,0.434576163
5315,Africa,2010,Nuclear,0.690510545
5316,Africa,2010,Nuclear,0.600054423
5317,Africa,2010,Nuclear,0.008877409
5318,Africa,2005,Solar energy,0.029503593
5319,Africa,2016,Solar energy,0.233448993
5320,Africa,2016,Solar energy,0.233448993
5321,Africa,2019,Solar energy,0.022389
5322,Africa,2017,Solar energy,0.011584858
5323,Africa,2014,Multiple renewables,0.108324267
5324,Africa,2014,Multiple renewables,0.108324267
5325,Africa,2014,Multiple renewables,0.108324267
5326,Africa,2015,Bioenergy,0.101904355
5327,Africa,2015,Solar energy,0.107302756
5328,Africa,2015,Solar energy,0.107302756
5329,Africa,2016,Solar energy,0.105325265
5330,Africa,2016,Solar energy,0.106188578
5331,Africa,2016,Solar energy,0.106188578
5332,Africa,2012,Oil,75.5770668
5333,Africa,2012,Natural gas,38.25206171
5334,Africa,2014,Oil,11.57090672
5335,Africa,2016,Solar energy,244.9314817
5336,Africa,2016,Solar energy,203.2410167
5337,Africa,2016,Solar energy,20.84523249
5338,Africa,2010,Solar energy,0.197339516
5339,Africa,2016,Renewable hydropower,0.784475553
5340,Africa,2017,Renewable hydropower,0.786772614
5341,Africa,2014,Fossil fuels n.e.s.,0.048420947
5342,Africa,2018,Renewable hydropower,0.899394013
5343,Africa,2015,Fossil fuels n.e.s.,0.047958967
5344,Africa,2016,Natural gas,1.299854383
5345,Africa,2016,Natural gas,4.218128881
5346,Africa,2016,Natural gas,5.787596063
5347,Africa,2015,Solar energy,0.920415415
5348,Africa,2010,Multiple renewables,0.537674745
5349,Africa,2001,Multiple renewables,0.948319887
5350,Africa,2002,Bioenergy,0.004155282
5351,Africa,2015,Solar energy,0.119440159
5352,Africa,2012,Fossil fuels n.e.s.,0.725230952
5353,Africa,2012,Fossil fuels n.e.s.,0.460285898
5354,Africa,2019,Solar energy,0.859266
5355,Africa,2019,Solar energy,1.104237
5356,Africa,2019,Solar energy,0.244971
5357,Africa,2016,Bioenergy,0.955691892
5358,Africa,2016,Wind energy,0.98395823
5359,Africa,2016,Solar energy,0.748433026
5360,Africa,2017,Solar energy,0.897724386
5361,Africa,2018,Multiple renewables,0.004964754
5362,Africa,2016,Multiple renewables,0.538515736
5363,Africa,2017,Natural gas,6.201625562
5364,Africa,2017,Natural gas,9.745411597
5365,Africa,2017,Natural gas,15.05374355
5366,Africa,2017,Natural gas,16.05126616
5367,Africa,2017,Natural gas,69.44257194
5368,Africa,2018,Multiple renewables,11.3823863
5369,Africa,2017,Solar energy,0.023064703
5370,Africa,2014,Solar energy,0.125527177
5371,Africa,2015,Renewable hydropower,4.203572237
5372,Africa,2011,Multiple renewables,0.054624005
5373,Africa,2012,Multiple renewables,0.047814497
5374,Africa,2008,Nuclear,0.309581908
5375,Africa,2008,Nuclear,0.309581908
5376,Africa,2009,Nuclear,0.418885868
5377,Africa,2011,Bioenergy,0.516989331
5378,Africa,2019,Fossil fuels n.e.s.,0.75
5379,Africa,2019,Fossil fuels n.e.s.,9.25
5380,Africa,2014,Multiple renewables,3.459020006
5381,Africa,2007,Solar energy,0.015484947
5382,Africa,2008,Renewable hydropower,0.041041125
5383,Africa,2009,Oil,0.04439186
5384,Africa,2010,Renewable hydropower,0.898926529
5385,Africa,2014,Renewable hydropower,0.02401446
5386,Africa,2018,Solar energy,0.032703539
5387,Africa,2013,Solar energy,0.037257579
5388,Africa,2010,Solar energy,5.683775804
5389,Africa,2018,Multiple renewables,0.00682828
5390,Africa,2000,Fossil fuels n.e.s.,0.099495626
5391,Africa,2000,Multiple renewables,0.099495626
5392,Africa,2000,Fossil fuels n.e.s.,4.062738073
5393,Africa,2000,Multiple renewables,4.062738073
5394,Africa,2007,Multiple renewables,22.51707154
5395,Africa,2010,Multiple renewables,17.14203656
5396,Africa,2005,Fossil fuels n.e.s.,22.34144037
5397,Africa,2005,Fossil fuels n.e.s.,6.981700115
5398,Africa,2006,Fossil fuels n.e.s.,11.52603333
5399,Africa,2006,Multiple renewables,25.61340969
5400,Africa,2006,Fossil fuels n.e.s.,7.570185379
5401,Africa,2010,Fossil fuels n.e.s.,1.959089893
5402,Africa,2018,Natural gas,6.27829032
5403,Africa,2018,Renewable hydropower,2.35435887
5404,Africa,2020,Solar energy,0.002779261
5405,Africa,2013,Natural gas,18.74435414
5406,Africa,2017,Solar energy,5.770374016
5407,Africa,2018,Nuclear,1.36588597
5408,Africa,2004,Multiple renewables,0.104153544
5409,Africa,2005,Multiple renewables,0.116358339
5410,Africa,2006,Multiple renewables,0.100693622
5411,Africa,2007,Multiple renewables,0.011121794
5412,Africa,2007,Multiple renewables,0.020561702
5413,Africa,2009,Multiple renewables,0.015383457
5414,Africa,2009,Multiple renewables,0.004749588
5415,Africa,2019,Solar energy,0.150936
5416,Africa,2014,Multiple renewables,2.447409891
5417,Africa,2014,Multiple renewables,0.4570311
5418,Africa,2010,Multiple renewables,0.002641248
5419,Africa,2011,Multiple renewables,0.043781084
5420,Africa,2012,Multiple renewables,0.002149247
5520,Africa,2016,Solar energy,0.023000009
5521,Africa,2017,Solar energy,0.034318946
5522,Africa,2008,Renewable hydropower,0.01222411
5523,Africa,2017,Multiple renewables,0.034318946
5524,Africa,2018,Multiple renewables,0.018334799
5525,Africa,2018,Other non-renewables,0.006798739
5526,Africa,2019,Renewable hydropower,812.0
5527,Africa,2000,Renewable hydropower,0.004313593
5528,Africa,2000,Renewable hydropower,0.214241772
5529,Africa,2011,Renewable hydropower,366.7957157
5530,Africa,2018,Renewable hydropower,1139.134111
5531,Africa,2017,Multiple renewables,0.056768049
5532,Africa,2001,Solar energy,0.35846516
5533,Africa,2000,Oil,0.00202214
5534,Africa,2011,Fossil fuels n.e.s.,7.07813786
5535,Africa,2011,Fossil fuels n.e.s.,8.604779659
5536,Africa,2015,Fossil fuels n.e.s.,11.38604004
5537,Africa,2016,Solar energy,140.7053193
5538,Africa,2019,Bioenergy,0.012
5539,Africa,2001,Renewable hydropower,0.196980392
5540,Africa,2018,Solar energy,0.056200557
5541,Africa,2014,Multiple renewables,0.054455511
5542,Africa,2015,Multiple renewables,0.000564127
5543,Africa,2016,Multiple renewables,0.027117563
5544,Africa,2014,Multiple renewables,0.006173616
5545,Africa,2015,Multiple renewables,0.037319299
5546,Africa,2017,Oil,31.26870031
5547,Africa,2017,Oil,52.11450052
5548,Africa,2018,Multiple renewables,0.39090107
5549,Africa,2007,Renewable hydropower,0.504241617
5550,Africa,2019,Fossil fuels n.e.s.,0.556364
5551,Africa,2015,Renewable hydropower,1.155936123
5552,Africa,2019,Solar energy,1.017109077
5553,Africa,2012,Multiple renewables,0.467804062
5554,Africa,2019,Multiple renewables,0.266904
5555,Africa,2002,Multiple renewables,4.914814056
5556,Africa,2006,Fossil fuels n.e.s.,2.647401972
5557,Africa,2006,Multiple renewables,2.491672445
5558,Africa,2012,Fossil fuels n.e.s.,5.878006371
5559,Africa,2012,Multiple renewables,5.53224129
5560,Africa,2019,Solar energy,3.25
5561,Africa,2019,Solar energy,3.25
5562,Africa,2010,Solar energy,0.019662861
5563,Africa,2009,Solar energy,0.033873058
5564,Africa,2011,Multiple renewables,0.182816537
5565,Africa,2012,Multiple renewables,0.104335337
5566,Africa,2013,Multiple renewables,0.179416611
5567,Africa,2004,Solar energy,0.047311324
5568,Africa,2017,Oil,11.00728013
5569,Africa,2014,Multiple renewables,0.007468774
5570,Africa,2016,Renewable hydropower,0.408535211
5571,Africa,2004,Solar energy,0.116057082
5572,Africa,2011,Multiple renewables,0.03997305
5573,Africa,2001,Solar energy,3.225994612
5574,Africa,2001,Solar energy,0.117522435
5575,Africa,2014,Multiple renewables,0.195301769
5576,Africa,2017,Bioenergy,3.367693039
5577,Africa,2018,Solar energy,4.507424763
5578,Africa,2015,Fossil fuels n.e.s.,0.517547275
5579,Africa,2013,Multiple renewables,0.012931483
5580,Africa,2002,Fossil fuels n.e.s.,4.563755909
5581,Africa,2002,Multiple renewables,4.563755909
5582,Africa,2019,Multiple renewables,0.233517
5583,Africa,2006,Fossil fuels n.e.s.,3.862339942
5584,Africa,2010,Fossil fuels n.e.s.,9.081361199
5585,Africa,2011,Fossil fuels n.e.s.,1.482651546
7438,Africa,2013,Multiple renewables,0.322422893
7439,Africa,2013,Multiple renewables,0.018024325
7440,Africa,2013,Multiple renewables,1.657987339
7441,Africa,2014,Multiple renewables,0.092091544
7442,Africa,2014,Multiple renewables,0.022173177
7443,Africa,2014,Multiple renewables,1.906284191
7444,Africa,2015,Multiple renewables,6.788945053
7445,Africa,2015,Multiple renewables,0.02480764
7446,Africa,2016,Multiple renewables,5.292636364
7447,Africa,2017,Multiple renewables,3.601836612
7448,Africa,2018,Multiple renewables,2.125287864
7449,Africa,2020,Multiple renewables,2.515228974
7450,Africa,2008,Multiple renewables,0.011161584
7451,Africa,2019,Multiple renewables,2.813682
7452,Africa,2015,Geothermal energy,403.1671492
7453,Africa,2017,Solar energy,139.1182829
7454,Africa,2011,Oil,24.92627132
7455,Africa,2008,Bioenergy,29.69900399
7456,Africa,2010,Renewable hydropower,115.2343165
7457,Africa,2012,Bioenergy,0.000486527
7458,Africa,2004,Multiple renewables,0.017764114
7459,Africa,2014,Fossil fuels n.e.s.,0.016429259
7460,Africa,2016,Solar energy,0.003024673
7461,Africa,2017,Solar energy,0.021295163
7462,Africa,2015,Multiple renewables,0.002189279
7463,Africa,2017,Geothermal energy,0.341705739
7464,Africa,2018,Bioenergy,0.220286809
7465,Africa,2019,Bioenergy,0.073318
7466,Africa,2017,Solar energy,0.019240177
7467,Africa,2000,Geothermal energy,0.034285533
7468,Africa,2017,Multiple renewables,0.000304133
7469,Africa,2017,Solar energy,0.075948591
7470,Africa,2000,Multiple renewables,0.002677408
7471,Africa,2010,Multiple renewables,0.008394754
7472,Africa,2011,Multiple renewables,0.109525599
7473,Africa,2012,Multiple renewables,0.629285939
7474,Africa,2011,Multiple renewables,0.025964404
7475,Africa,2012,Multiple renewables,1.659206847
7476,Africa,2012,Multiple renewables,0.125377342
7477,Africa,2010,Multiple renewables,0.007262206
7478,Africa,2011,Multiple renewables,0.347810471
7479,Africa,2012,Multiple renewables,0.009455927
7480,Africa,2012,Multiple renewables,0.008270792
7481,Africa,2019,Geothermal energy,35.99025
7482,Africa,2003,Solar energy,0.328598192
7483,Africa,2017,Bioenergy,0.008656291
7484,Africa,2017,Multiple renewables,0.006875926
7485,Africa,2019,Solar energy,5.84225
7486,Africa,2012,Fossil fuels n.e.s.,34.87191709
7487,Africa,2004,Geothermal energy,10.48830762
7488,Africa,2011,Geothermal energy,3.847882263
7489,Africa,2004,Geothermal energy,1.375695789
7490,Africa,2012,Multiple renewables,0.007889104
7491,Africa,2010,Solar energy,0.461142145
7492,Africa,2015,Multiple renewables,17.91799996
7493,Africa,2013,Multiple renewables,9.295982662
7494,Africa,2014,Wind energy,26.12446463
7495,Africa,2013,Nuclear,0.015174521
7496,Africa,2014,Nuclear,0.012039699
7497,Africa,2015,Multiple renewables,17.51291557
7498,Africa,2018,Solar energy,3.748443126
7499,Africa,2015,Multiple renewables,5.972667012
7500,Africa,2018,Multiple renewables,0.014806211
7501,Africa,2011,Multiple renewables,76.95765356
7502,Africa,2014,Geothermal energy,97.33751793
7503,Africa,2010,Multiple renewables,38.89511618
7504,Africa,2015,Multiple renewables,0.332956664
7505,Africa,2016,Multiple renewables,0.896348287
7506,Africa,2017,Multiple renewables,1.705323148
7507,Africa,2012,Solar energy,115.7429968
7508,Africa,2011,Nuclear,0.092678512
7509,Africa,2012,Nuclear,0.303115104
7510,Africa,2017,Nuclear,0.070875721
7511,Africa,2015,Nuclear,0.638473933
7512,Africa,2010,Nuclear,1.877338321
7513,Africa,2010,Multiple renewables,0.106836266
7514,Africa,2011,Multiple renewables,0.033399313
7515,Africa,2011,Multiple renewables,0.063727826
7516,Africa,2011,Multiple renewables,0.104079982
7517,Africa,2000,Solar energy,0.00814882
7518,Africa,2000,Multiple renewables,0.04583711
7519,Africa,2008,Multiple renewables,0.034722884
7520,Africa,2008,Bioenergy,0.01994839
7521,Africa,2008,Fossil fuels n.e.s.,0.017805871
7522,Africa,2008,Bioenergy,0.042735572
7523,Africa,2009,Bioenergy,0.038890468
7524,Africa,2007,Multiple renewables,0.054547254
7525,Africa,2009,Multiple renewables,0.17065558
7526,Africa,2017,Solar energy,0.099166254
7527,Africa,2017,Solar energy,0.082815325
7528,Africa,2018,Multiple renewables,0.041705095
7529,Africa,2018,Other non-renewables,0.044446946
7530,Africa,2018,Multiple renewables,0.07204406
7531,Africa,2019,Solar energy,0.00987
7532,Africa,2012,Fossil fuels n.e.s.,145.1262203
7533,Africa,2014,Multiple renewables,0.108324267
7534,Africa,2014,Multiple renewables,0.108324267
7535,Africa,2014,Multiple renewables,0.108324267
7536,Africa,2014,Multiple renewables,0.108324267
7537,Africa,2014,Multiple renewables,0.108324267
7538,Africa,2014,Multiple renewables,0.108324267
7539,Africa,2014,Multiple renewables,0.108324267
7540,Africa,2019,Solar energy,0.175
7541,Africa,2019,Solar energy,0.1
7542,Africa,2019,Solar energy,0.074999
7543,Africa,2015,Solar energy,0.107302756
7544,Africa,2016,Multiple renewables,0.106188578
7545,Africa,2016,Renewable hydropower,0.106187516
7546,Africa,2016,Solar energy,0.106188578
7547,Africa,2012,Oil,25.43396919
7548,Africa,2012,Oil,35.09041795
7549,Africa,2007,Multiple renewables,8.183355085
7550,Africa,2009,Wind energy,7.995651666
7551,Africa,2016,Wind energy,14.09612757
7552,Africa,2003,Fossil fuels n.e.s.,0.07047092
7553,Africa,2014,Wind energy,3.07939139
7554,Africa,2019,Wind energy,0.040613
7555,Africa,2013,Wind energy,2.811653121
7556,Africa,2015,Wind energy,1.966679644
7557,Africa,2015,Wind energy,0.103509455
7558,Africa,2013,Wind energy,1.874435414
7559,Africa,2016,Wind energy,1.042261624
7560,Africa,2016,Solar energy,1.367968382
7561,Africa,2016,Solar energy,20.84523249
7562,Africa,2015,Renewable hydropower,12.93868187
7563,Africa,2016,Solar energy,78.16962183
7564,Africa,2016,Solar energy,85.98658401
7565,Africa,2016,Solar energy,10.42261624
7566,Africa,2016,Solar energy,1.823957843
7567,Africa,2015,Solar energy,0.011945739
7568,Africa,2014,Wind energy,0.413518272
7569,Africa,2015,Solar energy,2.165683329
7570,Africa,2015,Renewable hydropower,16.24262497
7571,Africa,2010,Bioenergy,0.057897637
7572,Africa,2018,Solar energy,14.32500223
7573,Africa,2018,Solar energy,14.32500223
7574,Africa,2017,Solar energy,5.759973827
7575,Africa,2018,Solar energy,10.38977667
7576,Africa,2019,Bioenergy,1.0
7577,Africa,2020,Solar energy,0.007720274
7578,Africa,2009,Multiple renewables,0.039439493
7579,Africa,2010,Multiple renewables,0.078145157
7580,Africa,2010,Geothermal energy,0.300780623
7581,Africa,2010,Geothermal energy,0.748739338
7582,Africa,2016,Geothermal energy,0.983517547
7583,Africa,2016,Fossil fuels n.e.s.,1.058275368
7584,Africa,2016,Solar energy,1.059762008
7585,Africa,2016,Fossil fuels n.e.s.,0.378700326
7586,Africa,2016,Solar energy,1.048081264
7587,Africa,2017,Geothermal energy,0.50811638
7588,Africa,2017,Multiple renewables,1.287811845
7589,Africa,2017,Renewable hydropower,0.935132174
7590,Africa,2017,Solar energy,0.29848059
7591,Africa,2017,Solar energy,1.149989837
7592,Africa,2019,Solar energy,20.0
7593,Africa,2010,Solar energy,0.215839543
7594,Africa,2014,Wind energy,59.66793241
7595,Africa,2017,Wind energy,13.47151583
7596,Africa,2019,Solar energy,25.348707
7597,Africa,2019,Solar energy,25.348707
7598,Africa,2018,Wind energy,50.89257899
7599,Africa,2020,Solar energy,19.77261688
7600,Africa,2019,Solar energy,4.5
7601,Africa,2014,Multiple renewables,0.013455197
7602,Africa,2015,Multiple renewables,0.071368734
7603,Africa,2019,Multiple renewables,17.911116
7604,Africa,2019,Multiple renewables,0.012731
7605,Africa,2019,Multiple renewables,0.012241
7606,Africa,2012,Solar energy,8.295061965
7607,Africa,2011,Multiple renewables,5.134567245
7608,Africa,2016,Solar energy,0.402492362
7609,Africa,2017,Bioenergy,0.966651997
7610,Africa,2012,Geothermal energy,1.821427149
7611,Africa,2011,Multiple renewables,67.13245769
7612,Africa,2010,Geothermal energy,181.5176368
7613,Africa,2019,Solar energy,2.685167964
7614,Africa,2019,Multiple renewables,1.003739591
7615,Africa,2019,Multiple renewables,0.054484499
7616,Africa,2019,Multiple renewables,0.317338032
7617,Africa,2019,Multiple renewables,0.126121526
7618,Africa,2019,Multiple renewables,0.016273745
7619,Africa,2015,Multiple renewables,13.87123764
7620,Africa,2015,Multiple renewables,13.68860015
7621,Africa,2018,Solar energy,6.061373531
7622,Africa,2018,Solar energy,6.061373531
7623,Africa,2015,Solar energy,7.296587426
7624,Africa,2019,Solar energy,0.515
7625,Africa,2019,Solar energy,0.515
7626,Africa,2017,Multiple renewables,0.022779978
7627,Africa,2018,Multiple renewables,0.022547471
7628,Africa,2017,Wind energy,0.35848761
7629,Africa,2009,Nuclear,0.693309996
7630,Africa,2003,Fossil fuels n.e.s.,1.826443276
7631,Africa,2005,Geothermal energy,43.90028762
7632,Africa,2020,Solar energy,0.014697207
7633,Africa,2009,Solar energy,0.041136976
7634,Africa,2010,Solar energy,0.05005516
7635,Africa,2019,Multiple renewables,0.008396
7636,Africa,2007,Renewable hydropower,50.55801198
7637,Africa,2010,Geothermal energy,275.0202201
7638,Africa,2016,Geothermal energy,420.0731191
7639,Africa,2018,Geothermal energy,92.9540813
7640,Africa,2013,Fossil fuels n.e.s.,0.038315499
7641,Africa,2014,Multiple renewables,2.050607735
7642,Africa,2013,Multiple renewables,0.104153425
7643,Africa,2004,Multiple renewables,0.040005813
7644,Africa,2006,Multiple renewables,0.007774838
7645,Africa,2007,Solar energy,0.226560701
7646,Africa,2009,Solar energy,0.036082375
7647,Africa,2009,Bioenergy,0.122362375
7648,Africa,2010,Solar energy,0.061426396
7649,Africa,2010,Solar energy,0.061153895
7650,Africa,2012,Solar energy,0.056501109
7651,Africa,2013,Solar energy,0.165581535
7652,Africa,2014,Bioenergy,0.296582667
7653,Africa,2017,Renewable hydropower,0.206017489
7654,Africa,2017,Solar energy,0.603419209
7655,Africa,2017,Solar energy,0.114348021
7656,Africa,2018,Bioenergy,1.697356291
7657,Africa,2016,Geothermal energy,0.036876145
7658,Africa,2004,Renewable hydropower,92.45035583
7659,Africa,2014,Wind energy,251.9189156
7660,Africa,2018,Solar energy,0.022021571
7661,Africa,2010,Bioenergy,0.093086421
7662,Africa,2014,Solar energy,0.093810897
7663,Africa,2012,Wind energy,14.17070003
7664,Africa,2011,Wind energy,1.583410783
7665,Africa,2011,Renewable hydropower,0.382419587
7666,Africa,2011,Renewable hydropower,0.382419587
7667,Africa,2011,Renewable hydropower,0.382419587
7668,Africa,2012,Wind energy,0.978763211
7669,Africa,2019,Renewable hydropower,20.874457
7670,Africa,2019,Renewable hydropower,0.193869
7671,Africa,2019,Renewable hydropower,0.197497
7672,Africa,2012,Wind energy,0.475971775
7673,Africa,2019,Renewable hydropower,0.002261
7674,Africa,2019,Geothermal energy,0.003956
7675,Africa,2019,Bioenergy,0.00113
7676,Africa,2019,Solar energy,0.009608
7677,Africa,2000,Fossil fuels n.e.s.,20.89408152
7678,Africa,2004,Geothermal energy,31.13213889
7679,Africa,2009,Geothermal energy,26.88607044
7680,Africa,2010,Geothermal energy,116.3699396
7681,Africa,2016,Geothermal energy,25.51456456
7682,Africa,2015,Multiple renewables,2.587736374
7683,Africa,2012,Fossil fuels n.e.s.,156.8224136
7684,Africa,2017,Solar energy,76.81877357
7685,Africa,2017,Multiple renewables,33.80026037
7686,Africa,2017,Bioenergy,10.7546283
7687,Africa,2017,Multiple renewables,2.048500629
7688,Africa,2016,Geothermal energy,30.90305716
7689,Africa,2016,Geothermal energy,0.364791569
7690,Africa,2011,Geothermal energy,354.6955396
7691,Africa,2014,Wind energy,4.247886596
7692,Africa,2015,Renewable hydropower,15.63115102
7693,Africa,2018,Solar energy,3.311677928
7694,Africa,2018,Solar energy,3.311677928
7695,Africa,2016,Multiple renewables,0.158352972
7696,Africa,2017,Multiple renewables,0.254026631
7697,Africa,2016,Multiple renewables,0.312274963
7698,Africa,2017,Multiple renewables,0.135836307
7699,Africa,2017,Multiple renewables,0.029468947
7700,Africa,2018,Solar energy,11.3794012
7701,Africa,2014,Wind energy,270.8106678
7702,Africa,2014,Multiple renewables,0.181552223
7703,Africa,2014,Multiple renewables,0.103744344
7704,Africa,2017,Solar energy,1.03395949
7705,Africa,2017,Multiple renewables,5.55892258
7706,Africa,2017,Solar energy,0.011340323
7707,Africa,2004,Wind energy,0.031819311
7708,Africa,2005,Wind energy,0.106616983
7709,Africa,2008,Bioenergy,0.175896971
7710,Africa,2009,Bioenergy,0.128333524
7711,Africa,2010,Bioenergy,0.062469894
7712,Africa,2015,Multiple renewables,7.763209121
7713,Africa,2010,Multiple renewables,3.76153e-05
7714,Africa,2012,Multiple renewables,0.01196262
8005,Africa,2013,Multiple renewables,0.008413284
8006,Africa,2013,Multiple renewables,0.001742872
8007,Africa,2020,Multiple renewables,0.000801159
8008,Africa,2019,Multiple renewables,0.021722
8009,Africa,2020,Solar energy,70.7976633
8010,Africa,2010,Multiple renewables,0.009978685
8011,Africa,2012,Multiple renewables,0.009610642
8012,Africa,2011,Multiple renewables,0.011425093
8013,Africa,2012,Multiple renewables,0.01128736
8014,Africa,2013,Multiple renewables,0.085473318
8015,Africa,2014,Multiple renewables,3.266957317
8016,Africa,2014,Multiple renewables,0.093341638
8017,Africa,2019,Solar energy,0.6
8018,Africa,2015,Multiple renewables,0.039003398
8019,Africa,2016,Multiple renewables,0.003103855
8020,Africa,2011,Solar energy,2.814470401
